Type,Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Length,WhitespaceRatio,SeparatorRatio,Size,TotalBytes,ChunkSize,TotalItems,Mean,Error,StdDev,Median,Ratio,RatioSD,Gen0,Gen1,Allocated,Alloc Ratio
ResizableSpanWriterBench,Old.WriteSingles,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,256,?,?,?,"2,577.9615 ns",21.5813 ns,18.0214 ns,"2,571.5000 ns",49.39,5.31,0.0000,0.0000,0 B,NA
ResizableSpanWriterBench,New.WriteSingles,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,256,?,?,?,"2,795.0000 ns",27.0133 ns,22.5573 ns,"2,798.0000 ns",53.55,5.76,0.0000,0.0000,0 B,NA
WhitespaceSplitBench,OriginalEnumerator,DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,1000,0.1,?,?,?,?,?,529.2903 ns,9.9933 ns,8.8588 ns,524.2683 ns,1.00,0.02,0.0000,0.0000,0 B,NA
WhitespaceSplitBench,OptimizedEnumerator,DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,1000,0.1,?,?,?,?,?,504.8030 ns,5.4664 ns,4.2678 ns,505.4862 ns,0.95,0.02,0.0000,0.0000,0 B,NA
SpanSplitEnumeratorBench,SpanSplitEnumerator<char>,DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,1024,?,0.05,?,?,?,?,376.9334 ns,10.8621 ns,31.6852 ns,372.3834 ns,1.01,0.12,0.0000,0.0000,0 B,NA
SpanSplitEnumeratorBench,"'string.Split(',')'",DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,1024,?,0.05,?,?,?,?,476.5490 ns,11.7937 ns,34.2156 ns,471.0252 ns,1.27,0.14,0.1035,0.0010,3248 B,NA
SpanSplitEnumeratorBench,'Manual IndexOf Loop',DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,1024,?,0.05,?,?,?,?,370.9252 ns,7.1571 ns,18.9796 ns,369.6423 ns,0.99,0.10,0.0000,0.0000,0 B,NA
SpanSplitEnumeratorBench,SpanSplitEnumerator<char>,DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,1024,?,0.2,?,?,?,?,"2,043.1812 ns",36.8025 ns,104.4025 ns,"1,973.5167 ns",1.00,0.07,0.0000,0.0000,0 B,NA
SpanSplitEnumeratorBench,"'string.Split(',')'",DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,1024,?,0.2,?,?,?,?,"1,657.2905 ns",28.2627 ns,30.2407 ns,"1,659.4613 ns",0.81,0.04,0.2365,0.0057,7440 B,NA
SpanSplitEnumeratorBench,'Manual IndexOf Loop',DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,1024,?,0.2,?,?,?,?,"2,033.4163 ns",38.7098 ns,87.3746 ns,"1,974.2265 ns",1.00,0.06,0.0000,0.0000,0 B,NA
TrimmingBench,Old.Trim(memory),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0,?,?,?,?,?,3.6324 ns,0.1107 ns,0.3030 ns,3.5759 ns,1.01,0.12,0.0000,0.0000,0 B,NA
TrimmingBench,New.Trim(memory),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0,?,?,?,?,?,2.8855 ns,0.0895 ns,0.2092 ns,2.8549 ns,0.80,0.09,0.0000,0.0000,0 B,NA
TrimmingBench,Old.TrimStart(span),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0,?,?,?,?,?,1.0502 ns,0.0576 ns,0.1023 ns,1.0347 ns,0.29,0.04,0.0000,0.0000,0 B,NA
TrimmingBench,New.TrimStart(span),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0,?,?,?,?,?,0.8846 ns,0.0520 ns,0.0486 ns,0.8570 ns,0.25,0.02,0.0000,0.0000,0 B,NA
TrimmingBench,Old.Trim(memory),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0.1,?,?,?,?,?,545.0071 ns,10.6366 ns,9.4291 ns,541.3082 ns,1.000,0.02,0.0000,0.0000,0 B,NA
TrimmingBench,New.Trim(memory),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0.1,?,?,?,?,?,9.1131 ns,0.2158 ns,0.3546 ns,9.0818 ns,0.017,0.00,0.0000,0.0000,0 B,NA
TrimmingBench,Old.TrimStart(span),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0.1,?,?,?,?,?,133.3017 ns,2.6854 ns,4.5601 ns,130.9957 ns,0.245,0.01,0.0000,0.0000,0 B,NA
TrimmingBench,New.TrimStart(span),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0.1,?,?,?,?,?,4.0057 ns,0.1043 ns,0.0976 ns,3.9534 ns,0.007,0.00,0.0000,0.0000,0 B,NA
TrimmingBench,Old.Trim(memory),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0.5,?,?,?,?,?,"2,715.6578 ns",53.7623 ns,85.2727 ns,"2,663.4275 ns",1.001,0.04,0.0000,0.0000,0 B,NA
TrimmingBench,New.Trim(memory),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0.5,?,?,?,?,?,34.8560 ns,0.1725 ns,0.1347 ns,34.9229 ns,0.013,0.00,0.0000,0.0000,0 B,NA
TrimmingBench,Old.TrimStart(span),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0.5,?,?,?,?,?,614.0085 ns,4.0460 ns,3.3786 ns,614.3088 ns,0.226,0.01,0.0000,0.0000,0 B,NA
TrimmingBench,New.TrimStart(span),DefaultJob,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,4096,0.5,?,?,?,?,?,17.1908 ns,0.0285 ns,0.0253 ns,17.1896 ns,0.006,0.00,0.0000,0.0000,0 B,NA
ResizableByteWriterBench,'Old.Write(byte[])',Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,142.8462 ns,3.7184 ns,3.1050 ns,142.0000 ns,1.00,0.03,0.0000,0.0000,0 B,NA
ResizableSpanWriterBench,'Old.Write(T[])',Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,348.3093 ns,9.1387 ns,26.5131 ns,343.0000 ns,2.44,0.19,0.0000,0.0000,0 B,NA
ResizableByteWriterBench,'New.Write(byte[])',Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,143.3108 ns,3.7156 ns,9.3218 ns,142.5000 ns,1.00,0.07,0.0000,0.0000,0 B,NA
ResizableSpanWriterBench,'New.Write(T[])',Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,308.7419 ns,6.5992 ns,15.0297 ns,308.0000 ns,2.16,0.11,0.0000,0.0000,0 B,NA
ResizableByteWriterBench,Old.WriteSpanAdvance,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,145.4082 ns,6.6128 ns,19.2899 ns,144.0000 ns,1.02,0.14,0.0000,0.0000,0 B,NA
ResizableSpanWriterBench,Old.WriteSpanAdvance,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,296.5800 ns,6.3993 ns,12.9269 ns,293.5000 ns,2.08,0.10,0.0000,0.0000,0 B,NA
ResizableByteWriterBench,New.WriteSpanAdvance,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,153.0309 ns,4.0066 ns,11.6238 ns,153.0000 ns,1.07,0.08,0.0000,0.0000,0 B,NA
ResizableSpanWriterBench,New.WriteSpanAdvance,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,294.6333 ns,5.5530 ns,5.1943 ns,296.5000 ns,2.06,0.06,0.0000,0.0000,0 B,NA
ResizableByteWriterBench,Old.ResetReuse,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,218.8989 ns,5.1498 ns,14.2702 ns,218.0000 ns,1.53,0.10,0.0000,0.0000,0 B,NA
ResizableSpanWriterBench,Old.ResetReuse,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,417.3571 ns,8.7846 ns,18.9098 ns,416.0000 ns,2.92,0.14,0.0000,0.0000,0 B,NA
ResizableByteWriterBench,New.ResetReuse,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,199.2209 ns,4.9445 ns,13.4520 ns,200.0000 ns,1.40,0.10,0.0000,0.0000,0 B,NA
ResizableSpanWriterBench,New.ResetReuse,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,411.8824 ns,8.7657 ns,14.1550 ns,408.5000 ns,2.88,0.11,0.0000,0.0000,0 B,NA
ResizableSpanWriterBench,Old.WriteSingles,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,"14,792.2500 ns",456.3719 ns,"1,316.7374 ns","14,537.5000 ns",103.60,9.43,0.0000,0.0000,0 B,NA
ResizableSpanWriterBench,New.WriteSingles,Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,4096,?,?,?,"15,609.9880 ns",290.1366 ns,774.4333 ns,"15,551.0000 ns",109.33,5.85,0.0000,0.0000,0 B,NA
ResizableByteWriterStreamingBench,Old.Write(chunked),Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,?,4096,16,?,"7,035.2857 ns",77.7923 ns,68.9609 ns,"7,031.5000 ns",1.00,0.01,0.0000,0.0000,0 B,NA
ResizableByteWriterStreamingBench,New.Write(chunked),Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,?,4096,16,?,"6,757.1429 ns",133.5586 ns,118.3962 ns,"6,753.5000 ns",0.96,0.02,0.0000,0.0000,0 B,NA
ResizableByteWriterStreamingBench,Old.GetSpan+Advance(chunked),Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,?,4096,16,?,"8,283.0000 ns",53.5289 ns,47.4520 ns,"8,288.5000 ns",1.18,0.01,0.0000,0.0000,0 B,NA
ResizableByteWriterStreamingBench,New.GetSpan+Advance(chunked),Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,?,4096,16,?,"8,535.7308 ns",32.7637 ns,27.3592 ns,"8,534.5000 ns",1.21,0.01,0.0000,0.0000,0 B,NA
ResizableSpanWriterStreamingBench,Old.Write(chunked),Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,?,?,16,4096,"4,140.2500 ns",30.2074 ns,23.5840 ns,"4,140.0000 ns",1.00,0.01,0.0000,0.0000,0 B,NA
ResizableSpanWriterStreamingBench,New.Write(chunked),Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,?,?,16,4096,"4,525.4286 ns",62.5342 ns,55.4349 ns,"4,532.5000 ns",1.09,0.01,0.0000,0.0000,0 B,NA
ResizableSpanWriterStreamingBench,Old.GetSpan+Advance(chunked),Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,?,?,16,4096,"9,021.7692 ns",63.5583 ns,53.0741 ns,"9,025.0000 ns",2.18,0.02,0.0000,0.0000,0 B,NA
ResizableSpanWriterStreamingBench,New.GetSpan+Advance(chunked),Job-CNUJVU,False,Default,Default,Default,Default,Default,Default,00000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,False,Default,Default,Default,Default,Default,Default,Default,1,Default,Default,Default,Default,Default,Default,Default,Default,Default,1,Default,?,?,?,?,?,16,4096,"10,555.1429 ns",49.1007 ns,43.5265 ns,"10,562.5000 ns",2.55,0.02,0.0000,0.0000,0 B,NA
